timestamp,pCut::Motor_Torque,pCut::CTRL_Position_controller::Lag_error,pCut::CTRL_Position_controller::Actual_position,pCut::CTRL_Position_controller::Actual_speed,pSvolFilm::CTRL_Position_controller::Actual_position,pSvolFilm::CTRL_Position_controller::Actual_speed,pSvolFilm::CTRL_Position_controller::Lag_error,pSpintor::VAX_speed
4.19599971,-0.31860062,0.00546646,628398062,4058.07495117,5313952,2448.78588867,0.76253759,1379.99975585
4.19999971,-0.34055039,0.02862739,628398079,4061.50805664,5313961,2390.90063476,0.78212189,1379.99975585
4.20399971,-0.46439149,0.04481124,628398095,4034.04223632,5313971,2421.10156250,0.80875593,1379.99975585
4.20799971,-0.24222598,-0.01729202,628398111,4044.34204101,5313981,2416.06811523,0.78559863,1379.99975585
4.21199971,-0.34746703,-0.00898075,628398127,3951.64477539,5313990,2423.61840820,0.74142765,1379.99975585
4.21599970,-0.32371965,-0.00299739,628398142,3917.31250000,5314000,2403.48437500,0.72118681,1379.99975585
4.21999970,-0.32848420,0.01391983,628398158,3907.01293945,5314009,2360.69995117,0.68731671,1379.99975585
4.22399970,-0.40155553,0.02962684,628398174,3903.57958984,5314019,2390.90063476,0.70902490,1379.99975585
4.22799970,-0.20243221,-0.03685569,628398189,3907.01293945,5314028,2343.08276367,0.69450306,1379.99975585
4.23199970,-0.30033111,-0.01430892,628398205,3807.44921875,5314038,2363.21679687,0.67942106,1379.99975585
4.23599970,-0.25456270,-0.00140762,628398220,3828.04858398,5314047,2335.53247070,0.74606251,1379.99975585
4.23999970,-0.25759756,0.00361251,628398235,3817.74902343,5314057,2348.11621093,0.76913869,1379.99975585
4.24399970,-0.40090501,0.03485107,628398250,3755.95092773,5314066,2343.08251953,0.79697978,1379.99975585
4.24799970,-0.38906839,0.03767299,628398266,3762.81738281,5314075,2305.33129882,0.78837144,1379.99975585
4.25199970,-0.24568884,-0.00827026,628398281,3786.84985351,5314085,2327.98242187,0.86423456,1379.99975585
4.25599970,-0.33571565,0.00178909,628398296,3711.31884765,5314094,2312.88183593,0.86970925,1379.99975585
4.25999970,-0.42351454,0.04052352,628398311,3707.88574218,5314103,2343.08276367,0.87045288,1379.99975585
4.26399970,-0.23542679,-0.01557731,628398326,3745.65112304,5314113,2330.49926757,0.84760832,1379.99975585
4.26799970,-0.39095908,0.01383590,628398340,3694.15283203,5314122,2363.21679687,0.78392004,1379.99975585
4.27199970,-0.30778059,0.00051689,628398355,3676.98657226,5314131,2322.94873046,0.81180477,1379.99975585
4.27599970,-0.20125000,-0.02250385,628398370,3694.15283203,5314141,2317.91503906,0.78029453,1379.99975585
4.27999970,-0.35960841,0.01858520,628398385,3652.95410156,5314150,2333.01562500,0.80071842,1379.99975585
4.28399970,-0.33331906,0.01949119,628398399,3670.12011718,5314159,2300.29833984,0.79638886,1379.99975585
4.28799970,-0.28191173,-0.00596046,628398414,3683.85302734,5314168,2320.43212890,0.83735877,1379.99975585
4.29199970,-0.30856925,0.00092887,628398429,3608.32202148,5314178,2322.94897460,0.83806264,1379.99975585
4.29599970,-0.38731554,0.02103233,628398443,3642.65429687,5314187,2360.69995117,0.82668435,1379.99975585
4.29999970,-0.26700991,-0.01619529,628398458,3618.62182617,5314196,2335.53247070,0.85054230,1379.99975585
4.30399970,-0.20240204,-0.02611064,628398472,3611.75537109,5314206,2322.94873046,0.86433327,1379.99975585
4.30799970,-0.20256981,-0.03804969,628398487,3567.12329101,5314215,2327.98242187,0.89724957,1379.99975585
4.31199970,-0.16603185,-0.02229309,628398501,3594.58911132,5314224,2320.43188476,0.87681293,1379.99975585
4.31599970,-0.20327100,-0.00405311,628398515,3594.58911132,5314234,2338.04907226,0.88355517,1379.99975585
4.31999970,-0.23139047,0.00657367,628398529,3522.49145507,5314243,2312.88208007,0.85003137,1379.99975585
4.32399970,-0.37182527,0.04132175,628398543,3522.49145507,5314252,2363.21655273,0.83160817,1379.99975585
4.32799970,-0.32679796,0.02629947,628398558,3508.75854492,5314262,2355.66625976,0.80270409,1379.99975585
4.33199970,-0.14963889,-0.03411293,628398572,3525.92456054,5314271,2338.04931640,0.76616024,1379.99975585
4.33599970,-0.13110029,-0.02165222,628398586,3481.29272460,5314280,2327.98242187,0.79001629,1379.99975585
4.33999970,-0.24206507,-0.00133228,628398600,3484.72583007,5314290,2307.84814453,0.76051950,1379.99975585
4.34399970,-0.17666898,0.00029087,628398613,3470.99291992,5314299,2338.04931640,0.78035044,1379.99975585
4.34799970,-0.20277403,0.00060844,628398627,3481.29272460,5314308,2317.91528320,0.74580127,1379.99975585
4.35199970,-0.14436744,-0.01045036,628398641,3443.52709960,5314317,2322.94897460,0.77670609,1379.99975585
4.35599970,-0.24440625,0.00511360,628398655,3385.16235351,5314327,2333.01586914,0.79653531,1379.99975585
4.35999970,-0.14341831,-0.00945472,628398669,3409.19482421,5314336,2343.08276367,0.78314554,1379.99975585
4.36399969,-0.16101945,0.00373649,628398682,3402.32836914,5314345,2343.08276367,0.79995661,1379.99975585
4.36799969,-0.05167865,-0.02986049,628398696,3436.66064453,5314355,2317.91528320,0.76743763,1379.99975585
4.37199969,-0.12364893,-0.00224018,628398709,3364.56298828,5314364,2330.49902343,0.81243622,1379.99975585
4.37599969,-0.27482950,0.03126907,628398723,3319.93090820,5314373,2317.91528320,0.80769282,1379.99975585
4.37999969,-0.22505095,0.02695465,628398736,3340.53027343,5314382,2317.91528320,0.83859759,1379.99975585
4.38399969,-0.18914315,0.00086879,628398749,3302.76489257,5314392,2343.08276367,0.82520586,1379.99975585
4.38799969,-0.08453910,-0.02406883,628398763,3340.53027343,5314401,2358.18310546,0.77456837,1379.99975585
4.39199969,-0.05286677,-0.01944065,628398776,3299.33154296,5314410,2335.53247070,0.82862716,1379.99975585
4.39599969,-0.12892702,-0.00900936,628398789,3216.93408203,5314420,2310.36499023,0.78805470,1379.99975585
4.39999969,-0.22022859,0.03427600,628398802,3230.66699218,5314429,2322.94873046,0.85721397,1379.99975585
4.40399969,-0.23725828,0.03928756,628398815,3244.39990234,5314438,2325.46557617,0.82872182,1379.99975585
4.40799969,-0.22880552,0.01521968,628398828,3216.93408203,5314448,2325.46557617,0.84049934,1379.99975585
4.41199969,-0.16035413,-0.00330734,628398841,3220.36743164,5314457,2325.46557617,0.84120333,1379.99975585
4.41599969,-0.00533555,-0.03454589,628398854,3244.39990234,5314466,2355.66650390,0.80969113,1379.99975585
4.41999969,-0.05228460,-0.02188110,628398866,3158.56933593,5314476,2333.01562500,0.84764277,1379.99975585
4.42399969,-0.14199568,0.00404548,628398879,3117.37060546,5314485,2343.08276367,0.79659140,1379.99975585
4.42799969,-0.19558461,0.02981376,628398892,3151.70288085,5314494,2327.98242187,0.82850289,1379.99975585
4.43199969,-0.14124044,0.01521492,628398904,3155.13598632,5314504,2335.53247070,0.79598581,1379.99975585
4.43599969,-0.10499532,-0.00030899,628398917,3103.63769531,5314513,2333.01586914,0.80574810,1379.99975585
4.43999969,-0.04062615,-0.01027011,628398929,3100.20434570,5314522,2312.88183593,0.79537850,1379.99975585
4.44399969,-0.13022094,0.01517105,628398941,3079.60498046,5314532,2320.43212890,0.79708713,1379.99975585
4.44799969,-0.22577999,0.04478645,628398954,3076.17187500,5314541,2320.43212890,0.85114592,1379.99975585
4.45199969,-0.09859979,0.00671195,628398966,3100.20434570,5314550,2360.69970703,0.81359553,1379.99975585
4.45599969,-0.12964077,-0.00255680,628398978,3052.13916015,5314560,2330.49926757,0.85355859,1379.99975585
4.45999969,-0.01565180,-0.04655265,628398990,3000.64086914,5314569,2322.94873046,0.82909518,1379.99975585
4.46399969,-0.02579146,-0.04186344,628399002,2976.60815429,5314578,2338.04931640,0.86301815,1379.99975585
4.46799969,-0.08818971,-0.01693153,628399014,2925.10986328,5314588,2317.91552734,0.83855468,1379.99975585
4.47199969,-0.21785342,0.03189373,628399026,2918.24340820,5314597,2325.46557617,0.83582657,1379.99975585
4.47599969,-0.23799556,0.04595756,628399038,2931.97631835,5314606,2315.39868164,0.83652865,1379.99975585
4.47999969,-0.20949463,0.02903652,628399050,2945.70922851,5314616,2368.25000000,0.82112544,1379.99975585
4.48399969,-0.13654725,0.00276565,628399061,2935.40942382,5314625,2343.08251953,0.81075388,1379.99975585
4.48799969,-0.10596788,-0.00633239,628399073,2911.37695312,5314634,2327.98242187,0.77018332,1379.99975585
4.49199969,-0.06627585,-0.00973129,628399084,2897.64404296,5314643,2322.94873046,0.80813503,1379.99975585
4.49599969,-0.11285968,0.00947952,628399096,2859.87841796,5314653,2312.88183593,0.80380350,1379.99975585
4.49999969,-0.23200619,0.04273891,628399107,2839.27905273,5314662,2320.43212890,0.80752754,1379.99975585
4.50399969,-0.08558467,-0.00778007,628399119,2839.27905273,5314671,2305.33129882,0.79413592,1379.99975585
4.50799968,-0.22352761,0.02651786,628399130,2815.24658203,5314681,2358.18310546,0.77973932,1379.99975585
4.51199968,-0.18246562,0.02035045,628399141,2818.67968750,5314690,2333.01586914,0.81064414,1379.99975585
4.51599968,-0.12026526,-0.01756095,628399152,2770.61450195,5314699,2345.59936523,0.76503825,1379.99975585
4.51999968,-0.14533710,-0.00396156,628399163,2770.61450195,5314709,2327.98242187,0.79049748,1379.99975585
4.52399968,-0.17798645,0.00120735,628399174,2753.44848632,5314718,2322.94897460,0.76099872,1379.99975585
4.52799968,-0.11377870,-0.02020645,628399185,2712.24975585,5314727,2320.43212890,0.77176964,1379.99975585
4.53199968,-0.07713533,-0.01962566,628399196,2708.81640625,5314737,2310.36523437,0.80770784,1379.99975585
4.53599968,-0.18814367,0.00653457,628399207,2664.18457031,5314746,2343.08300781,0.82250368,1379.99975585
4.53999968,-0.27823331,0.03681755,628399217,2622.98583984,5314755,2333.01586914,0.84434819,1379.99975585
4.54399968,-0.14863561,-0.00459480,628399228,2626.41894531,5314765,2360.69995117,0.82390958,1379.99975585
4.54799968,-0.12714195,-0.01361465,628399238,2578.35375976,5314774,2322.94873046,0.83971399,1379.99975585
4.55199968,-0.11849384,-0.00562858,628399249,2571.48730468,5314783,2325.46557617,0.79511666,1379.99975585
4.55599968,-0.10155131,0.00260925,628399259,2619.55249023,5314793,2340.56616210,0.76662451,1379.99975585
4.55999968,-0.20257060,0.01631736,628399269,2581.78710937,5314802,2307.84814453,0.77437543,1379.99975585
4.56399968,-0.15687137,-0.00101089,628399280,2554.32128906,5314811,2335.53247070,0.75091671,1379.99975585
4.56799968,-0.21908132,0.01322937,628399290,2540.58837890,5314821,2320.43261718,0.75825542,1379.99975585
4.57199968,-0.15998716,-0.00683593,628399300,2506.25610351,5314830,2363.21655273,0.73175984,1379.99975585
4.57599968,-0.05996855,-0.03156661,628399310,2509.68920898,5314839,2325.46557617,0.79085206,1379.99975585
4.57999968,-0.20532462,0.00691413,628399320,2468.49047851,5314849,2305.33154296,0.78652250,1379.99975585
4.58399968,-0.20972229,0.00398635,628399330,2413.55883789,5314858,2322.94873046,0.81339859,1379.99975585
4.58799968,-0.09259963,-0.02000045,628399339,2396.39282226,5314867,2322.94873046,0.82819634,1379.99975585
4.59199968,-0.02636096,-0.02683639,628399349,2413.55883789,5314877,2322.94873046,0.86614602,1379.99975585
4.59599968,-0.00770556,-0.03049468,628399359,2413.55883789,5314886,2310.36499023,0.86685001,1379.99975585
4.59999968,-0.15140797,0.01135253,628399368,2351.76074218,5314895,2368.25000000,0.84439998,1379.99975585
4.60399968,-0.12251067,0.01745605,628399378,2365.49365234,5314905,2330.49902343,0.80684751,1379.99975585
4.60799968,-0.16319298,0.02416610,628399387,2338.02783203,5314914,2343.08276367,0.76929706,1379.99975585
4.61199968,-0.20064200,0.01301574,628399396,2259.06372070,5314923,2345.59936523,0.72872656,1379.99975585
4.61599968,-0.02358407,-0.02817535,628399405,2293.39599609,5314933,2307.84838867,0.71693623,1379.99975585
4.61999968,-0.09687041,-0.00254058,628399414,2286.52954101,5314942,2335.53247070,0.75589269,1379.99975585
4.62399968,-0.09922601,0.00270843,628399424,2255.63037109,5314951,2290.23120117,0.80592471,1379.99975585
4.62799968,-0.17223562,0.02580642,628399432,2248.76391601,5314960,2350.63281250,0.81568890,1379.99975585
4.63199968,-0.18933998,0.01435852,628399441,2173.23291015,5314970,2327.98217773,0.81941103,1379.99975585
4.63599968,-0.12448535,0.00386428,628399450,2190.39916992,5314979,2340.56591796,0.83420872,1379.99975585
4.63999968,-0.17812798,0.01472282,628399459,2176.66625976,5314988,2335.53247070,0.86309820,1379.99975585
4.64399968,-0.10129880,-0.01094818,628399468,2173.23291015,5314998,2327.98217773,0.83762806,1379.99975585
4.64799968,-0.15486195,-0.00193405,628399476,2128.60107421,5315007,2340.56591796,0.85645252,1379.99975585
4.65199967,0.01017771,-0.04675674,628399485,2094.26879882,5315016,2312.88183593,0.83299386,1379.99975585
4.65599967,-0.02105807,-0.02661514,628399493,2077.10253906,5315026,2320.43212890,0.84275805,1379.99975585
4.65999967,-0.04010222,-0.00119590,628399501,2070.23608398,5315035,2325.46557617,0.80722099,1379.99975585
4.66399967,-0.20633597,0.03987884,628399510,2022.17102050,5315044,2365.73315429,0.75616961,1379.99975585
4.66799967,-0.10823088,0.01626396,628399518,2018.73779296,5315054,2345.59936523,0.75284677,1379.99975585
4.67199967,-0.17170993,0.03172492,628399526,1987.83874511,5315063,2320.43212890,0.74851530,1379.99975585
4.67599967,-0.21252994,0.04076957,628399534,2008.43811035,5315072,2333.01562500,0.80056071,1379.99975585
4.67999967,-0.19690363,0.01850891,628399542,1960.37292480,5315082,2317.91528320,0.76502174,1379.99975585
4.68399967,-0.12184040,-0.01050376,628399550,1956.93969726,5315091,2322.94873046,0.78384613,1379.99975585
4.68799967,-0.08024216,-0.01621627,628399557,1956.93969726,5315100,2297.78125000,0.80971753,1379.99975585
4.69199967,-0.17022997,0.00218582,628399565,1884.84191894,5315110,2365.73364257,0.79431235,1379.99975585
4.69599967,-0.05317663,-0.02056884,628399573,1908.87451171,5315119,2350.63305664,0.77991592,1379.99975585
4.69999967,-0.01072195,-0.03147888,628399580,1877.97546386,5315128,2335.53247070,0.74538362,1379.99975585
4.70399967,-0.13869448,0.00501823,628399587,1836.77673339,5315138,2305.33178710,0.82964318,1379.99975585
4.70799967,-0.12302294,0.01011276,628399595,1843.64318847,5315147,2310.36523437,0.83437395,1379.99975585
4.71199967,-0.09816033,0.00503540,628399602,1823.04382324,5315156,2325.46557617,0.83768415,1379.99975585
4.71599967,-0.21024544,0.01946830,628399609,1778.41186523,5315166,2302.81494140,0.82731431,1379.99975585
4.71999967,-0.16836395,0.00521469,628399616,1757.81250000,5315175,2340.56616210,0.85016369,1379.99975585
4.72399967,-0.13401623,0.00059509,628399623,1771.54541015,5315184,2343.08251953,0.85791456,1379.99975585
4.72799967,-0.03844813,-0.03297042,628399630,1723.48022460,5315194,2365.73315429,0.81029707,1379.99975585
4.73199967,-0.03007812,-0.03965950,628399637,1685.71472167,5315203,2333.01562500,0.81301259,1379.99975585
4.73599967,-0.08263117,-0.01338195,628399644,1658.24890136,5315212,2310.36523437,0.79358255,1379.99975585
4.73999967,-0.02790448,-0.01504325,628399651,1641.08276367,5315221,2333.01562500,0.82247400,1379.99975585
4.74399967,-0.04446813,0.00330924,628399657,1647.94921875,5315231,2315.39868164,0.78089678,1379.99975585
4.74799967,-0.09400283,0.02233886,628399664,1623.91662597,5315240,2335.53247070,0.80072784,1379.99975585
4.75199967,-0.14471928,0.02682876,628399670,1606.75048828,5315249,2325.46557617,0.79841172,1379.99975585
4.75599967,-0.21970517,0.03282546,628399676,1568.98498535,5315259,2355.66674804,0.82528591,1379.99975585
4.75999967,-0.22821542,0.02441215,628399683,1534.65270996,5315268,2325.46557617,0.85980558,1379.99975585
4.76399967,-0.28291258,0.03274536,628399689,1510.62011718,5315277,2317.91552734,0.83735549,1379.99975585
4.76799967,-0.22599786,0.00828552,628399695,1503.75366210,5315287,2330.49926757,0.87228703,1379.99975585
4.77199967,-0.15984328,-0.00785446,628399701,1483.15429687,5315296,2325.46557617,0.83574330,1379.99975585
4.77599967,-0.11733191,-0.01332092,628399707,1490.02075195,5315305,2333.01562500,0.84651041,1379.99975585
4.77999967,-0.18540665,0.00752067,628399712,1459.12170410,5315315,2333.01586914,0.78781926,1379.99975585
4.78399967,-0.15841181,-0.00614166,628399718,1438.52233886,5315324,2350.63305664,0.77342283,1379.99975585
4.78799967,-0.10410823,-0.01731109,628399724,1414.48974609,5315333,2340.56616210,0.79124057,1379.99975585
4.79199967,-0.06536009,-0.02194023,628399729,1397.32360839,5315343,2340.56591796,0.76879060,1379.99975585
4.79599967,-0.12693969,0.00461959,628399735,1362.99133300,5315352,2325.46557617,0.83593261,1379.99975585
4.79999966,-0.22684356,0.02659606,628399740,1349.25842285,5315361,2317.91528320,0.81648558,1379.99975585
4.80399966,-0.26150321,0.03705596,628399746,1328.65905761,5315371,2333.01586914,0.86249077,1379.99975585
4.80799966,-0.25360828,0.02605628,628399751,1287.46032714,5315380,2315.39843750,0.86076933,1379.99975585
4.81199966,-0.22512184,0.00369834,628399756,1273.72741699,5315389,2327.98242187,0.87354981,1379.99975585
4.81599966,-0.18351000,-0.00863647,628399761,1246.26159667,5315399,2327.98217773,0.89640104,1379.99975585
4.81999966,-0.18558770,-0.00086021,628399766,1215.36254882,5315408,2360.69995117,0.85784387,1379.99975585
4.82399966,-0.16799002,-0.00624084,628399771,1194.76318359,5315417,2340.56591796,0.85351437,1379.99975585
4.82799966,-0.07762945,-0.03718948,628399776,1198.19641113,5315427,2335.53247070,0.78374958,1379.99975585
4.83199966,-0.05423061,-0.02644920,628399780,1184.46350097,5315436,2325.46557617,0.80358076,1379.99975585
4.83599966,-0.21779188,0.01907348,628399785,1136.39831542,5315445,2320.43212890,0.79320728,1379.99975585
4.83999966,-0.16081704,0.00733184,628399789,1119.23217773,5315455,2330.49902343,0.77277058,1379.99975585
4.84399966,-0.15846987,-0.00265121,628399794,1091.76635742,5315464,2312.88183593,0.81172895,1379.99975585
4.84799966,-0.07076426,-0.02051734,628399798,1095.19958496,5315473,2363.21655273,0.78726553,1379.99975585
4.85199966,-0.05093445,-0.02179336,628399803,1071.16699218,5315483,2338.04931640,0.84434437,1379.99975585
4.85599966,-0.14958025,0.01454734,628399807,1029.96826171,5315492,2333.01562500,0.78221744,1379.99975585
4.85999966,-0.15371592,0.01251602,628399811,1009.36889648,5315501,2327.98217773,0.81211560,1379.99975585
4.86399966,-0.14376765,0.00685882,628399815,985.33630371,5315511,2305.33154296,0.84100693,1379.99975585
4.86799966,-0.26158872,0.04679107,628399819,985.33630371,5315520,2327.98217773,0.83768409,1379.99975585
4.87199966,-0.30650910,0.03891563,628399823,954.43725585,5315529,2305.33154296,0.83939480,1379.99975585
4.87599966,-0.26807481,0.01893615,628399826,930.40466308,5315539,2353.14965820,0.81492745,1379.99975585
4.87999966,-0.26265403,0.00882148,628399830,940.70434570,5315548,2327.98217773,0.86294609,1379.99975585
4.88399966,-0.27522483,0.00583076,628399834,892.63916015,5315557,2348.11621093,0.84854966,1379.99975585
4.88799966,-0.26145052,-0.00514221,628399837,854.87365722,5315566,2338.04907226,0.85630047,1379.99975585
4.89199966,-0.23628671,-0.00897598,628399840,844.57397460,5315576,2315.39843750,0.81874614,1379.99975585
4.89599966,-0.18635429,-0.02506256,628399844,827.40783691,5315585,2333.01586914,0.82247018,1379.99975585
4.89999966,-0.18159380,-0.02419662,628399847,775.90942382,5315594,2307.84814453,0.83525449,1379.99975585
4.90399966,-0.30669555,0.01939201,628399850,786.20910644,5315604,2348.11596679,0.81943929,1379.99975585
4.90799966,-0.30484086,0.01541900,628399853,762.17651367,5315613,2322.94873046,0.82014328,1379.99975585
4.91199966,-0.28405722,0.00219345,628399856,731.27746582,5315622,2348.11621093,0.81178694,1379.99975585
4.91599966,-0.25393560,-0.00789642,628399859,717.54455566,5315632,2338.04907226,0.84570801,1379.99975585
4.91999966,-0.23586983,-0.01894187,628399862,686.64550781,5315641,2325.46557617,0.79003709,1379.99975585
4.92399966,-0.13083676,-0.03502273,628399865,686.64550781,5315650,2322.94873046,0.80181461,1379.99975585
4.92799966,-0.11161391,-0.03138732,628399867,652.31323242,5315660,2300.29809570,0.81661224,1379.99975585
4.93199966,-0.17157661,-0.01623153,628399870,621.41418457,5315669,2327.98217773,0.87268066,1379.99975585
4.93599966,-0.17277123,-0.00336837,628399872,604.24804687,5315678,2330.49926757,0.85828417,1379.99975585
4.93999966,-0.14165094,-0.00897598,628399875,593.94836425,5315688,2380.83374023,0.82073366,1379.99975585
4.94399965,-0.09114591,-0.01940155,628399877,569.91577148,5315697,2325.46557617,0.83754467,1379.99975585
4.94799965,-0.09582789,-0.01948356,628399879,532.15026855,5315706,2325.46533203,0.80704122,1379.99975585
4.95199965,-0.12625402,-0.00103187,628399881,511.55090332,5315716,2325.46557617,0.80732929,1379.99975585
4.95599965,-0.21836279,0.02799415,628399883,494.38476562,5315725,2320.43237304,0.79293274,1379.99975585
4.95999965,-0.22980216,0.03458786,628399885,487.51831054,5315734,2322.94873046,0.83390456,1379.99975585
4.96399965,-0.21726483,0.01881408,628399887,456.61926269,5315744,2307.84814453,0.84467542,1379.99975585
4.96799965,-0.21842902,0.00683784,628399889,432.58666992,5315753,2375.80029296,0.81014502,1379.99975585
4.97199965,-0.18830759,-0.00126647,628399891,408.55407714,5315762,2333.01562500,0.80883187,1379.99975585
4.97599965,-0.16251266,-0.00825500,628399892,401.68762207,5315772,2333.01586914,0.78940176,1379.99975585
4.97999965,-0.14652052,-0.01112937,628399894,367.35534667,5315781,2330.49877929,0.81527316,1379.99975585
4.98399965,-0.17090409,-0.00440025,628399895,343.32275390,5315790,2320.43212890,0.82705074,1379.99975585
4.98799965,-0.15613575,-0.00308799,628399897,329.58984375,5315800,2338.04931640,0.84990191,1379.99975585
4.99199965,-0.16293816,-0.00435638,628399898,305.55725097,5315809,2302.81494140,0.85664606,1379.99975585
4.99599965,-0.13835348,-0.00948333,628399899,308.99047851,5315818,2345.59936523,0.85633951,1379.99975585
4.99999965,-0.14940159,-0.00332641,628399900,260.92529296,5315828,2327.98242187,0.83951759,1379.99975585
5.00399965,-0.14328046,-0.00489044,628399901,243.75915527,5315837,2363.21655273,0.81706762,1379.99975585
5.00799965,-0.12455565,-0.00590133,628399902,233.45947265,5315846,2340.56591796,0.80871134,1379.99975585
5.01199965,-0.12056322,-0.00350189,628399903,202.56042480,5315856,2327.98242187,0.77015030,1379.99975585
5.01599965,-0.13645020,0.00104331,628399904,171.66137695,5315865,2340.56591796,0.76783418,1379.99975585
5.01999965,-0.12249217,-0.00042724,628399904,161.36169433,5315874,2297.78149414,0.75041753,1379.99975585
5.02399965,-0.13196083,0.00188636,628399905,147.62878417,5315884,2322.99145507,0.77224504,1379.99975585
5.02799965,-0.11830025,-0.00292205,628399905,113.29650878,5315893,2325.46557617,0.76690888,1379.99975585
5.03199965,-0.12988759,0.00037384,628399906,92.69714355,5315902,2363.21655273,0.75250864,1379.99975585
5.03599965,-0.12770186,0.00366401,628399906,68.66455078,5315912,2327.98217773,0.78643345,1379.99975585
5.03999965,-0.14051151,0.00431442,628399906,44.63195800,5315921,2310.36523437,0.81702125,1379.99975585
5.04399965,-0.11948979,-0.00026321,628399907,37.76550292,5315930,2335.53247070,0.88615334,1379.99975585
5.04799965,-0.14516322,0.00653076,628399907,3.43322753,5315940,2317.91528320,0.85964274,1379.99975585
5.05199965,-0.09467523,-0.00537872,628399907,-6.86645507,5315949,2330.49902343,0.89654666,1379.99975585
5.05599965,0.01661296,-0.03859138,628399907,-20.59936523,5315958,2302.81494140,0.87305706,1379.99975585
5.05999965,0.19084504,-0.07786560,628399906,-44.63195800,5315968,2370.76684570,0.84353351,1379.99975585
5.06399965,0.16093556,-0.05438613,628399906,-82.39746093,5315977,2363.21655273,0.77874684,1379.99975585
5.06799965,0.23622423,-0.04765701,628399906,-78.96423339,5315986,2333.01562500,0.72506278,1379.99975585
5.07199965,0.29469496,-0.05065345,628399905,-96.13037109,5315996,2327.98217773,0.75894820,1379.99975585
5.07599965,0.26926314,-0.02476882,628399905,-144.19555664,5316005,2295.26464843,0.74451231,1379.99975585
5.07999965,0.19296287,0.00821304,628399904,-168.22814941,5316014,2333.01586914,0.77234476,1379.99975585
5.08399965,0.27015352,-0.00653076,628399904,-175.09460449,5316024,2302.81494140,0.76902115,1379.99975585
5.08799964,0.30387011,-0.00701141,628399903,-192.26074218,5316033,2330.49902343,0.80590736,1379.99975585
5.09199964,0.24450589,0.02066802,628399902,-205.99365234,5316042,2333.01586914,0.83877331,1379.99975585
5.09599964,0.25889497,0.01489257,628399901,-233.45947265,5316051,2340.56591796,0.81932979,1379.99975585
5.09999964,0.25898325,0.01571273,628399900,-260.92529296,5316061,2330.49902343,0.87838256,1379.99975585
5.10399964,0.28633761,0.01633262,628399899,-264.35852050,5316070,2317.91528320,0.83171957,1379.99975585
5.10799964,0.32471954,0.00875091,628399898,-295.25756835,5316079,2343.08276367,0.84752321,1379.99975585
5.11199964,0.27302345,0.01511764,628399897,-319.29016113,5316089,2327.98217773,0.78173297,1379.99975585
5.11599964,0.23595499,0.03562927,628399895,-343.32275390,5316098,2343.08276367,0.74715030,1379.99975585
5.11999964,0.25780010,0.02378082,628399894,-353.62243652,5316108,2333.01562500,0.73777365,1379.99975585
5.12399964,0.28299039,0.01143264,628399893,-381.08825683,5316117,2353.14965820,0.71629089,1379.99975585
5.12799964,0.33292096,0.00000000,628399891,-401.68762207,5316126,2327.98217773,0.77533090,1379.99975585
5.13199964,0.30093628,0.01447677,628399889,-415.42053222,5316135,2325.46557617,0.75186055,1379.99975585
5.13599964,0.30098488,0.01112747,628399888,-425.72021484,5316145,2325.46557617,0.80687367,1379.99975585
5.13999964,0.36804914,-0.01122283,628399886,-449.75280761,5316154,2305.33178710,0.82665252,1379.99975585
5.14399964,0.36980745,-0.00968551,628399884,-484.08508300,5316163,2325.46557617,0.87165039,1379.99975585
5.14799964,0.30063417,0.01987457,628399882,-497.81799316,5316173,2317.91552734,0.86223500,1379.99975585
5.15199964,0.32438603,0.01185226,628399880,-508.11767578,5316182,2363.21679687,0.83268570,1379.99975585
5.15599964,0.37020850,-0.00469779,628399878,-539.01672363,5316191,2330.49926757,0.85956305,1379.99975585
5.15999964,0.34052765,0.00753021,628399876,-559.61608886,5316201,2353.14941406,0.79779970,1379.99975585
5.16399964,0.29482120,0.02541351,628399874,-576.78222656,5316210,2320.43188476,0.78941690,1379.99975585
5.16799964,0.32374024,0.01310539,628399871,-597.38159179,5316219,2320.43188476,0.74699276,1379.99975585
5.17199964,0.34207907,0.00796318,628399869,-604.24804687,5316229,2327.98217773,0.80905759,1379.99975585
5.17599964,0.46156963,-0.03768539,628399866,-642.01354980,5316238,2320.43237304,0.78688859,1379.99975585
5.17999964,0.37452426,0.00798797,628399864,-648.88000488,5316247,2353.14990234,0.78065866,1379.99975585
5.18399964,0.21209023,0.05583000,628399861,-683.21228027,5316257,2350.63305664,0.79365611,1379.99975585
5.18799964,0.24155184,0.03825569,628399858,-690.07873535,5316266,2355.66625976,0.81013709,1379.99975585
5.19199964,0.26991316,0.01430511,628399855,-717.54455566,5316275,2348.11596679,0.84940260,1379.99975585
5.19599964,0.33673527,-0.00973129,628399853,-745.01037597,5316285,2353.14941406,0.79677665,1379.99975585
5.19999964,0.32343119,-0.00252151,628399850,-765.60974121,5316294,2383.35058593,0.80835014,1379.99975585
5.20399964,0.38996139,-0.01541328,628399846,-796.50878906,5316304,2365.73315429,0.80458784,1379.99975585
5.20799964,0.34338888,0.00175857,628399843,-806.80847167,5316313,2378.31689453,0.82248753,1379.99975585
5.21199964,0.27467420,0.02075195,628399840,-841.14074707,5316323,2408.51806640,0.84679663,1379.99975585
